iter	Logloss
0	0.3650298137
1	0.2069697121
2	0.1102336331
3	0.06118229274
4	0.03601323571
5	0.02278231734
6	0.01522046276
7	0.01085844067
8	0.008154297515
9	0.006446809496
10	0.00529293172
11	0.004393812314
12	0.003911921906
13	0.003550103327
14	0.003265100657
15	0.003016374865
16	0.002833926507
17	0.002719011115
18	0.002609520013
19	0.002527156091
20	0.002446725399
21	0.002401625942
22	0.002351360782
23	0.002315355892
24	0.002284948218
25	0.00226030669
26	0.002232981954
27	0.002205027614
28	0.002185496122
29	0.00216609852
30	0.00215102214
31	0.002110285387
32	0.002082720007
33	0.002059024097
34	0.002022007724
35	0.001997583905
36	0.001981936984
37	0.00195131994
38	0.001943806349
39	0.001932802537
40	0.001914541417
41	0.001908753773
42	0.001895708023
43	0.001886722604
44	0.0018547057
45	0.001841837045
46	0.001816013951
47	0.001805921448
48	0.001796108587
49	0.001779557515
50	0.001771777634
51	0.001759516982
52	0.001744616819
53	0.001726231911
54	0.001709139697
55	0.001697475547
56	0.001684004328
57	0.001677166417
58	0.001669415779
59	0.001662682493
60	0.001656567712
61	0.001648502108
62	0.00163967698
63	0.001620841562
64	0.001615139483
65	0.001607649966
66	0.001598948344
67	0.001593073511
68	0.001584879573
69	0.001577946094
70	0.001570492693
71	0.001561227772
72	0.001551539182
73	0.001547571001
74	0.00154012359
75	0.0015343387
76	0.001524971714
77	0.001520300991
78	0.001504719758
79	0.001499067388
80	0.001489314191
81	0.001481975609
82	0.001473786788
83	0.001469407027
84	0.001463152287
85	0.001456080595
86	0.001453228538
87	0.001442093457
88	0.001436254062
89	0.001427327924
90	0.001418810015
91	0.001406014815
92	0.001400056081
93	0.001393018017
94	0.001388808672
95	0.001379283188
96	0.001372189944
97	0.001367454677
98	0.001362659674
99	0.001348381558
100	0.001335398826
101	0.001332996891
102	0.001326954204
103	0.001321996843
104	0.001320539406
105	0.001315206855
106	0.001306385699
107	0.001302420935
108	0.001295246513
109	0.001283614268
110	0.001277596561
111	0.001273235497
112	0.00126778108
113	0.001262223086
114	0.001254300809
115	0.001250026742
116	0.001245515623
117	0.001237804017
118	0.001229047563
119	0.001224745303
120	0.00122063865
121	0.001216457657
122	0.001211805533
123	0.001208148717
124	0.001204976084
125	0.001196181956
126	0.001189350044
127	0.001181629231
128	0.001178493119
129	0.00117407346
130	0.001168377306
131	0.001165900047
132	0.001163288953
133	0.001156190713
134	0.001153160074
135	0.001139846206
136	0.001137159556
137	0.001134589372
138	0.001130995305
139	0.001128704437
140	0.001125781675
141	0.001121114882
142	0.001115965875
143	0.001113021843
144	0.001110022613
145	0.001108033322
146	0.001104710688
147	0.001102736202
148	0.001100689978
149	0.001097174158
150	0.00109301738
151	0.001091096413
152	0.001089914262
153	0.001088774534
154	0.001080965409
155	0.001078221016
156	0.001074641576
157	0.001062234567
158	0.001061122655
159	0.001058123673
160	0.00105191976
161	0.001046890529
162	0.001042007305
163	0.001039510644
164	0.001034792804
165	0.001033628645
166	0.001030577052
167	0.001027934156
168	0.001022420747
169	0.001018108734
170	0.001012550302
171	0.001010805791
172	0.00100927653
173	0.001006169544
174	0.001003659731
175	0.001001246153
176	0.0009997780591
177	0.0009985885899
178	0.0009946861235
179	0.0009903298861
180	0.000987284986
181	0.0009853435904
182	0.0009842851743
183	0.0009796786334
184	0.0009776069819
185	0.0009745859938
186	0.0009717674417
187	0.0009699080056
188	0.0009669342486
189	0.000964981001
190	0.0009622715471
191	0.0009593342939
192	0.0009539262084
193	0.0009514363295
194	0.0009497052166
195	0.000947212643
196	0.0009452105311
197	0.0009434227419
198	0.0009425666121
199	0.000941291317
200	0.0009362943821
201	0.0009345553737
202	0.0009322382117
203	0.0009305522323
204	0.0009275432326
205	0.000925784044
206	0.0009211999778
207	0.0009182170056
208	0.0009169983489
209	0.0009153730334
210	0.000914167918
211	0.0009120844031
212	0.0009104790409
213	0.0009102080873
214	0.0009086375925
215	0.0009071813339
216	0.0008993113874
217	0.0008978032685
218	0.0008956081655
219	0.0008923543044
220	0.0008909427698
221	0.0008889718419
222	0.0008875378748
223	0.0008865251821
224	0.0008782901197
225	0.0008760328494
226	0.0008746944284
227	0.000873485078
228	0.0008721974834
229	0.0008713283111
230	0.0008642182264
231	0.000863452929
232	0.0008623621051
233	0.0008611798017
234	0.0008559121613
235	0.0008547888869
236	0.0008491637154
237	0.0008471858324
238	0.0008457873982
239	0.0008420132608
240	0.0008390929331
241	0.0008334255075
